Country,State,Year,As On Date,Figures Type,Additional Info,Total Police Expenditure Of Current Year (UOM:INR(IndianRupees)),Total Police Expenditure Increase Or Decrease Over Previous Year (UOM:INR(IndianRupees)),Total Police Training Expenditure Of Current Year (UOM:INR(IndianRupees)),Total Police Training Expenditure Increase Or Decrease Over Previous Year (UOM:INR(IndianRupees)),Percentage Of Total Police Training Expenditure To Total Police Expenditure (%) (UOM:%(Percentage))
India,Ladakh,"Financial Year (Apr - Mar), 2013",01-Jan-2015,Revised,,47.18845594,,0.8674887305,,
India,Ladakh,"Financial Year (Apr - Mar), 2014",01-Jan-2015,Tentative,,70.08547757,22.89702163,0.006124479186,-0.8613642513,0.01
India,Ladakh,"Financial Year (Apr - Mar), 2014",01-Jan-2016,Revised,,70.08547757,,0.006124479186,,
India,Ladakh,"Financial Year (Apr - Mar), 2015",01-Jan-2016,Tentative,,87.59798834,17.51251077,1.428316039,1.42219156,1.63
India,Ladakh,"Financial Year (Apr - Mar), 2015",01-Jan-2017,Revised,,87.59798834,,1.428316039,,
India,Ladakh,"Financial Year (Apr - Mar), 2016",01-Jan-2017,Tentative,,60.1130756,-27.48491274,0.004812090789,-1.423503948,0.01
India,Ladakh,"Financial Year (Apr - Mar), 2016",01-Jan-2018,Revised,,87.8471234,,1.629986389,,
India,Ladakh,"Financial Year (Apr - Mar), 2017",01-Jan-2018,Tentative,,,,1.717916412,0.0879300226,2.06
India,Ladakh,"Financial Year (Apr - Mar), 2017",01-Jan-2019,Revised,,95.66611474,,1.721853577,,
India,Ladakh,"Financial Year (Apr - Mar), 2018",01-Jan-2020,Revised,61.56 (from November 2019 to 31st March 2020) after creation of UT Ladakh,0,,0,,
India,Ladakh,"Financial Year (Apr - Mar), 2019",01-Jan-2020,Tentative,61.56 (from November 2019 to 31st March 2020) after creation of UT Ladakh,61.56,61.56,0,0,0
India,Ladakh,"Financial Year (Apr - Mar), 2019",01-Jan-2021,Revised,,49.62,,,,
India,Ladakh,"Financial Year (Apr - Mar), 2020",01-Jan-2021,Tentative,,258.93,209.31,,,0
India,Ladakh,"Financial Year (Apr - Mar), 2020",01-Jan-2022,Revised,,162.91,,,,
India,Ladakh,"Financial Year (Apr - Mar), 2021",01-Jan-2022,Tentative,,205.67,42.76,,,0
India,Ladakh,"Financial Year (Apr - Mar), 2021",01-Jan-2023,Revised,,249.28,,,,
India,Ladakh,"Financial Year (Apr - Mar), 2022",01-Jan-2023,Tentative,,200.67,-48.61,,,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2008",01-Jan-2010,Revised,,9.24,,0,,
India,Lakshadweep,"Financial Year (Apr - Mar), 2009",01-Jan-2010,Tentative,,11.22,1.98,0,,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2009",01-Jan-2011,Revised,,11.22,,0,,
India,Lakshadweep,"Financial Year (Apr - Mar), 2010",01-Jan-2011,Tentative,,12.86,1.64,0.04,0.04,0.3
India,Lakshadweep,"Financial Year (Apr - Mar), 2010",01-Jan-2012,Revised,,12.86,,0.04,,
India,Lakshadweep,"Financial Year (Apr - Mar), 2011",01-Jan-2012,Tentative,,14.95,2.09,0,-0.04,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2011",01-Jan-2013,Revised,,14.95,,0,,
India,Lakshadweep,"Financial Year (Apr - Mar), 2012",01-Jan-2013,Tentative,,16.58,1.63,0,,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2012",01-Jan-2014,Revised,,16.58,,0,,
India,Lakshadweep,"Financial Year (Apr - Mar), 2013",01-Jan-2014,Tentative,,18.32,1.74,0,,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2013",01-Jan-2015,Revised,,18.32,,,,
India,Lakshadweep,"Financial Year (Apr - Mar), 2014",01-Jan-2015,Tentative,,14.12,-4.2,0.05,0.05,0.35
India,Lakshadweep,"Financial Year (Apr - Mar), 2014",01-Jan-2016,Revised,,14.12,,0.05,,
India,Lakshadweep,"Financial Year (Apr - Mar), 2015",01-Jan-2016,Tentative,,20.81,6.69,0.28,0.23,1.35
India,Lakshadweep,"Financial Year (Apr - Mar), 2015",01-Jan-2017,Revised,,20.81,,0.28,,
India,Lakshadweep,"Financial Year (Apr - Mar), 2016",01-Jan-2017,Tentative,,27.3,6.49,,,
India,Lakshadweep,"Financial Year (Apr - Mar), 2016",01-Jan-2018,Revised,,27.3,,,,
India,Lakshadweep,"Financial Year (Apr - Mar), 2017",01-Jan-2018,Tentative,,28.53,1.23,0,,2.06
India,Lakshadweep,"Financial Year (Apr - Mar), 2017",01-Jan-2019,Revised,,28.6,,0,,
India,Lakshadweep,"Financial Year (Apr - Mar), 2018",01-Jan-2019,Tentative,,30.23,1.63,0,0,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2018",01-Jan-2020,Revised,,37.98,,0,,
India,Lakshadweep,"Financial Year (Apr - Mar), 2019",01-Jan-2020,Tentative,,36.95,-1.03,0,0,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2019",01-Jan-2021,Revised,,33,,0,,
India,Lakshadweep,"Financial Year (Apr - Mar), 2020",01-Jan-2021,Tentative,,29,-4,0,0,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2020",01-Jan-2022,Revised,,29,,0,,
India,Lakshadweep,"Financial Year (Apr - Mar), 2021",01-Jan-2022,Tentative,,46.5,17.5,0,0,0
India,Lakshadweep,"Financial Year (Apr - Mar), 2021",01-Jan-2023,Revised,,46.49,,,,
India,Lakshadweep,"Financial Year (Apr - Mar), 2022",01-Jan-2023,Tentative,,5.39,-41.1,,,0
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2008",01-Jan-2010,Revised,,1256.55,,27.09,,
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2009",01-Jan-2010,Tentative,,1582.76,326.21,61.68,34.59,3.9
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2009",01-Jan-2011,Revised,,1582.76,,61.68,,
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2010",01-Jan-2011,Tentative,,1954.41,371.65,42.28,-19.4,2.16
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2010",01-Jan-2012,Revised,,1954.41,,42.28,,
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2011",01-Jan-2012,Tentative,,1791.21,-163.2,38.94,-3.34,2.17
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2011",01-Jan-2013,Revised,,1791.21,,38.94,,
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",01-Jan-2013,Tentative,,2686.69,895.48,57.55,18.61,2.14
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",01-Jan-2014,Revised,,2686.69,,57.55,,
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2013",01-Jan-2014,Tentative,,2545.41,-141.28,57.63,0.08,2.26
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2013",01-Jan-2015,Revised,,2545.41,,57.63,,
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2014",01-Jan-2015,Tentative,,2734.44,189.03,69.07,11.44,2.53
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2014",01-Jan-2016,Revised,,2734.44,,69.07,,
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2015",01-Jan-2016,Tentative,,3016.32,281.88,23.42,-45.65,0.78
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2015",01-Jan-2017,Revised,,3016.32,,23.42,,
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2016",01-Jan-2017,Tentative,,3937.63,921.31,82.29,58.87,2.09
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2016",01-Jan-2018,Revised,,4934.9,,82.29,,
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2017",01-Jan-2018,Tentative,,3628.44,-1306.46,100.3,18.01,2.06
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2017",01-Jan-2019,Revised,,5494.76,,127.5,,
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",01-Jan-2019,Tentative,,6294.55,799.79,152.87,25.37,2.43
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",01-Jan-2020,Revised,,6294.55,,152.87,,
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",01-Jan-2020,Tentative,,6168.99,-125.56,154.51,1.64,2.5
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",01-Jan-2021,Revised,,6691.3,,169.83,,
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",01-Jan-2021,Tentative,,5398.08,-1293.22,136.16,-33.67,2.52
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",01-Jan-2022,Revised,,6767.66,,161.98,,
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",01-Jan-2022,Tentative,,6868.32,100.66,158.37,-3.61,2.31
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",01-Jan-2023,Revised,,6833.73,,158.97,,
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2022",01-Jan-2023,Tentative,,7984.74,1151.01,174.06,15.09,2.18
India,Maharashtra,"Financial Year (Apr - Mar), 2008",01-Jan-2010,Revised,,2720.49,,24.84,,
India,Maharashtra,"Financial Year (Apr - Mar), 2009",01-Jan-2010,Tentative,,3570.06,849.57,,,0
India,Maharashtra,"Financial Year (Apr - Mar), 2009",01-Jan-2011,Revised,,3570.06,,,,
India,Maharashtra,"Financial Year (Apr - Mar), 2010",01-Jan-2011,Tentative,,5143.51,1573.45,45.27,,0
India,Maharashtra,"Financial Year (Apr - Mar), 2010",01-Jan-2012,Revised,,5143.51,,45.27,,
India,Maharashtra,"Financial Year (Apr - Mar), 2011",01-Jan-2012,Tentative,,4568.4,-575.11,58.78,13.51,0
India,Maharashtra,"Financial Year (Apr - Mar), 2011",01-Jan-2013,Revised,,4568.4,,58.78,,
India,Maharashtra,"Financial Year (Apr - Mar), 2012",01-Jan-2013,Tentative,,4974.44,406.04,50.29,-8.49,0
India,Maharashtra,"Financial Year (Apr - Mar), 2012",01-Jan-2014,Revised,,4974.44,,50.29,,
India,Maharashtra,"Financial Year (Apr - Mar), 2013",01-Jan-2014,Tentative,,5803.8,829.36,4.96,-45.33,0.09
India,Maharashtra,"Financial Year (Apr - Mar), 2013",01-Jan-2015,Revised,,5803.8,,4.96,,
India,Maharashtra,"Financial Year (Apr - Mar), 2014",01-Jan-2015,Tentative,,6595.59,791.79,4.97,0.01,0.08
India,Maharashtra,"Financial Year (Apr - Mar), 2014",01-Jan-2016,Revised,,6595.59,,4.97,,
India,Maharashtra,"Financial Year (Apr - Mar), 2015",01-Jan-2016,Tentative,,7231.83,636.24,8.74,3.77,0.12
India,Maharashtra,"Financial Year (Apr - Mar), 2015",01-Jan-2017,Revised,,7231.83,,8.74,,
India,Maharashtra,"Financial Year (Apr - Mar), 2016",01-Jan-2017,Tentative,,9262.56,2030.73,108.18,99.44,1.17
India,Maharashtra,"Financial Year (Apr - Mar), 2016",01-Jan-2018,Revised,,11840.39,,111.48,,
India,Maharashtra,"Financial Year (Apr - Mar), 2017",01-Jan-2018,Tentative,,11359.22,-481.17,109.7,-1.78,2.06
India,Maharashtra,"Financial Year (Apr - Mar), 2017",01-Jan-2019,Revised,,11359.22,,109.7,,
India,Maharashtra,"Financial Year (Apr - Mar), 2018",01-Jan-2019,Tentative,,12048.38,689.16,116.54,6.84,0.97
India,Maharashtra,"Financial Year (Apr - Mar), 2018",01-Jan-2020,Revised,,12048.38,,116.54,,
India,Maharashtra,"Financial Year (Apr - Mar), 2019",01-Jan-2020,Tentative,,15903.13,3854.75,154.76,38.22,0.97
India,Maharashtra,"Financial Year (Apr - Mar), 2019",01-Jan-2021,Revised,,15903.13,,154.76,,
India,Maharashtra,"Financial Year (Apr - Mar), 2020",01-Jan-2021,Tentative,,12048.38,-3854.75,116.54,-38.22,0.97
India,Maharashtra,"Financial Year (Apr - Mar), 2020",01-Jan-2022,Revised,,15233.72,,134.53,,
India,Maharashtra,"Financial Year (Apr - Mar), 2021",01-Jan-2022,Tentative,,17168.96,1935.24,130.63,-3.9,0.76
India,Maharashtra,"Financial Year (Apr - Mar), 2021",01-Jan-2023,Revised,,17168.96,,130.63,,
India,Maharashtra,"Financial Year (Apr - Mar), 2022",01-Jan-2023,Tentative,,19532.15,2363.19,159.32,28.69,0.82
India,Manipur,"Financial Year (Apr - Mar), 2008",01-Jan-2010,Revised,,315.75,,0.26,,
India,Manipur,"Financial Year (Apr - Mar), 2009",01-Jan-2010,Tentative,,400.52,84.77,0.86,0.6,0.21
India,Manipur,"Financial Year (Apr - Mar), 2009",01-Jan-2011,Revised,,400.52,,0.86,,
India,Manipur,"Financial Year (Apr - Mar), 2010",01-Jan-2011,Tentative,,641.83,241.31,0.28,-0.58,0.04
India,Manipur,"Financial Year (Apr - Mar), 2010",01-Jan-2012,Revised,,641.83,,0.28,,
India,Manipur,"Financial Year (Apr - Mar), 2011",01-Jan-2012,Tentative,,615.14,-26.69,0.26,-0.02,0.04
India,Manipur,"Financial Year (Apr - Mar), 2011",01-Jan-2013,Revised,,615.14,,0.26,,
India,Manipur,"Financial Year (Apr - Mar), 2012",01-Jan-2013,Tentative,,574.54,-40.6,0.13,-0.13,0.02
India,Manipur,"Financial Year (Apr - Mar), 2012",01-Jan-2014,Revised,,574.54,,0.13,,
India,Manipur,"Financial Year (Apr - Mar), 2013",01-Jan-2014,Tentative,,632.64,58.1,0.18,0.05,0.03
India,Manipur,"Financial Year (Apr - Mar), 2013",01-Jan-2015,Revised,,632.64,,0.18,,
India,Manipur,"Financial Year (Apr - Mar), 2014",01-Jan-2015,Tentative,,700.96,68.32,0.18,,0.03
India,Manipur,"Financial Year (Apr - Mar), 2014",01-Jan-2016,Revised,,700.96,,0.18,,
India,Manipur,"Financial Year (Apr - Mar), 2015",01-Jan-2016,Tentative,,838.85,137.89,0.16,-0.02,0.02
India,Manipur,"Financial Year (Apr - Mar), 2015",01-Jan-2017,Revised,,838.85,,0.16,,
India,Manipur,"Financial Year (Apr - Mar), 2016",01-Jan-2017,Tentative,,895.12,56.27,,,
India,Manipur,"Financial Year (Apr - Mar), 2016",01-Jan-2018,Revised,,1195.13,,14.53,,
India,Manipur,"Financial Year (Apr - Mar), 2017",01-Jan-2018,Tentative,,1308.56,113.43,0,-14.53,2.06
India,Manipur,"Financial Year (Apr - Mar), 2017",01-Jan-2019,Revised,,1308.56,,21.72,,
India,Manipur,"Financial Year (Apr - Mar), 2018",01-Jan-2019,Tentative,,1376.36,67.8,25.49,3.77,1.85
India,Manipur,"Financial Year (Apr - Mar), 2018",01-Jan-2020,Revised,,1376.37,,24.2,,
India,Manipur,"Financial Year (Apr - Mar), 2019",01-Jan-2020,Tentative,,1107.26,-269.11,20.12,-4.08,1.82
India,Manipur,"Financial Year (Apr - Mar), 2019",01-Jan-2021,Revised,,1578.68,,26.87,,
India,Manipur,"Financial Year (Apr - Mar), 2020",01-Jan-2021,Tentative,,1552.68,-26,27.51,0.64,1.77
India,Manipur,"Financial Year (Apr - Mar), 2020",01-Jan-2022,Revised,,1552.68,,27.51,,
India,Manipur,"Financial Year (Apr - Mar), 2021",01-Jan-2022,Tentative,,1610.4,57.72,24.78,-2.73,1.54
India,Manipur,"Financial Year (Apr - Mar), 2021",01-Jan-2023,Revised,,2070.08,,31.78,,
India,Manipur,"Financial Year (Apr - Mar), 2022",01-Jan-2023,Tentative,,1512.06,-558.02,23.94,-7.84,1.58
India,Meghalaya,"Financial Year (Apr - Mar), 2008",01-Jan-2010,Revised,,188,,0,,
India,Meghalaya,"Financial Year (Apr - Mar), 2009",01-Jan-2010,Tentative,,284,96,2.3,2.3,0.81
India,Meghalaya,"Financial Year (Apr - Mar), 2009",01-Jan-2011,Revised,,284,,2.3,,
India,Meghalaya,"Financial Year (Apr - Mar), 2010",01-Jan-2011,Tentative,,284,0,2.3,0,0.81
India,Meghalaya,"Financial Year (Apr - Mar), 2010",01-Jan-2012,Revised,,284,,2.3,,
India,Meghalaya,"Financial Year (Apr - Mar), 2011",01-Jan-2012,Tentative,,729,445,49.75,47.45,6.82
India,Meghalaya,"Financial Year (Apr - Mar), 2011",01-Jan-2013,Revised,,729,,49.75,,
India,Meghalaya,"Financial Year (Apr - Mar), 2012",01-Jan-2013,Tentative,,295.83,-433.17,1.9,-47.85,0.64
India,Meghalaya,"Financial Year (Apr - Mar), 2012",01-Jan-2014,Revised,,295.83,,1.9,,
India,Meghalaya,"Financial Year (Apr - Mar), 2013",01-Jan-2014,Tentative,,325,29.17,4.17,2.27,1.28
India,Meghalaya,"Financial Year (Apr - Mar), 2013",01-Jan-2015,Revised,,325,,4.17,,
India,Meghalaya,"Financial Year (Apr - Mar), 2014",01-Jan-2015,Tentative,,546.18,221.18,3.39,-0.78,0.62
India,Meghalaya,"Financial Year (Apr - Mar), 2014",01-Jan-2016,Revised,,546.18,,3.39,,
India,Meghalaya,"Financial Year (Apr - Mar), 2015",01-Jan-2016,Tentative,,410.96,-135.22,2.81,-0.58,0.68
India,Meghalaya,"Financial Year (Apr - Mar), 2015",01-Jan-2017,Revised,,410.96,,2.81,,
India,Meghalaya,"Financial Year (Apr - Mar), 2016",01-Jan-2017,Tentative,,448.49,37.53,3.43,0.62,0.76
India,Meghalaya,"Financial Year (Apr - Mar), 2016",01-Jan-2018,Revised,,448.49,,3.43,,
India,Meghalaya,"Financial Year (Apr - Mar), 2017",01-Jan-2018,Tentative,,697.42,248.93,4.43,1,2.06
India,Meghalaya,"Financial Year (Apr - Mar), 2017",01-Jan-2019,Revised,,706.23,,4.47,,
India,Meghalaya,"Financial Year (Apr - Mar), 2018",01-Jan-2019,Tentative,,865.23,159,5.74,1.27,0.66
India,Meghalaya,"Financial Year (Apr - Mar), 2018",01-Jan-2020,Revised,,885.59,,5.7,,
India,Meghalaya,"Financial Year (Apr - Mar), 2019",01-Jan-2020,Tentative,,763.18,-122.41,4.53,-1.17,0.59
India,Meghalaya,"Financial Year (Apr - Mar), 2019",01-Jan-2021,Revised,,926.55,,5.71,,
India,Meghalaya,"Financial Year (Apr - Mar), 2020",01-Jan-2021,Tentative,,797.64,-128.91,4.63,-1.08,0.58
India,Meghalaya,"Financial Year (Apr - Mar), 2020",01-Jan-2022,Revised,,1006.86,,6.31,,
India,Meghalaya,"Financial Year (Apr - Mar), 2021",01-Jan-2022,Tentative,,783.67,-223.19,4.68,-1.63,0.6
India,Meghalaya,"Financial Year (Apr - Mar), 2021",01-Jan-2023,Revised,,1072.25,,6.03,,
India,Meghalaya,"Financial Year (Apr - Mar), 2022",01-Jan-2023,Tentative,,826.58,-245.67,,-6.03,0
India,Mizoram,"Financial Year (Apr - Mar), 2008",01-Jan-2010,Revised,,211.5,,8.36,,
India,Mizoram,"Financial Year (Apr - Mar), 2009",01-Jan-2010,Tentative,,265.24,53.74,7.16,-1.2,2.7
India,Mizoram,"Financial Year (Apr - Mar), 2009",01-Jan-2011,Revised,,265.24,,7.16,,
India,Mizoram,"Financial Year (Apr - Mar), 2010",01-Jan-2011,Tentative,,316.27,51.03,6.7,-0.46,2.12
India,Mizoram,"Financial Year (Apr - Mar), 2010",01-Jan-2012,Revised,,316.27,,6.7,,
India,Mizoram,"Financial Year (Apr - Mar), 2011",01-Jan-2012,Tentative,,434.46,118.19,6.7,0,1.54
India,Mizoram,"Financial Year (Apr - Mar), 2011",01-Jan-2013,Revised,,434.46,,6.7,,
India,Mizoram,"Financial Year (Apr - Mar), 2012",01-Jan-2013,Tentative,,311.07,-123.39,6.28,-0.42,2.02
India,Mizoram,"Financial Year (Apr - Mar), 2012",01-Jan-2014,Revised,,307.41,,7.15,,
India,Mizoram,"Financial Year (Apr - Mar), 2013",01-Jan-2014,Tentative,,307.41,0,7.15,,2.33
India,Mizoram,"Financial Year (Apr - Mar), 2013",01-Jan-2015,Revised,,307.41,,7.15,,
India,Mizoram,"Financial Year (Apr - Mar), 2014",01-Jan-2015,Tentative,,327.33,19.92,7.51,0.36,2.29
India,Mizoram,"Financial Year (Apr - Mar), 2014",01-Jan-2016,Revised,,327.33,,7.51,,
India,Mizoram,"Financial Year (Apr - Mar), 2015",01-Jan-2016,Tentative,,373.99,46.66,8.83,1.32,2.36
India,Mizoram,"Financial Year (Apr - Mar), 2015",01-Jan-2017,Revised,,373.99,,8.83,,
India,Mizoram,"Financial Year (Apr - Mar), 2016",01-Jan-2017,Tentative,,507.08,133.09,12.42,3.59,2.45
India,Mizoram,"Financial Year (Apr - Mar), 2016",01-Jan-2018,Revised,,484.5,,11.37,,
India,Mizoram,"Financial Year (Apr - Mar), 2017",01-Jan-2018,Tentative,,478.02,-6.48,12.67,1.3,2.06
India,Mizoram,"Financial Year (Apr - Mar), 2017",01-Jan-2019,Revised,,505.35,,12.67,,
India,Mizoram,"Financial Year (Apr - Mar), 2018",01-Jan-2019,Tentative,,628.52,123.17,26.11,13.44,4.15
India,Mizoram,"Financial Year (Apr - Mar), 2018",01-Jan-2020,Revised,,631.64,,26.11,,
India,Mizoram,"Financial Year (Apr - Mar), 2019",01-Jan-2020,Tentative,,631.64,,26.11,0,4.13
India,Mizoram,"Financial Year (Apr - Mar), 2019",01-Jan-2021,Revised,,655.11,,16.07,,
India,Mizoram,"Financial Year (Apr - Mar), 2020",01-Jan-2021,Tentative,,504.19,-150.92,13.25,-2.82,2.63
India,Mizoram,"Financial Year (Apr - Mar), 2020",01-Jan-2022,Revised,,619.88,,16.34,,
India,Mizoram,"Financial Year (Apr - Mar), 2021",01-Jan-2022,Tentative,,617.32,-2.56,16.23,-0.11,2.63
India,Mizoram,"Financial Year (Apr - Mar), 2021",01-Jan-2023,Revised,,617.15,,16.27,,
India,Mizoram,"Financial Year (Apr - Mar), 2022",01-Jan-2023,Tentative,,535.33,-81.82,15.01,-1.26,2.8
India,Nagaland,"Financial Year (Apr - Mar), 2008",01-Jan-2010,Revised,,498,,8.67,,
India,Nagaland,"Financial Year (Apr - Mar), 2009",01-Jan-2010,Tentative,,594.75,96.75,3.75,-4.92,0.63
India,Nagaland,"Financial Year (Apr - Mar), 2009",01-Jan-2011,Revised,,594.75,,3.75,,
India,Nagaland,"Financial Year (Apr - Mar), 2010",01-Jan-2011,Tentative,,682.13,87.38,2.42,-1.33,0.35
India,Nagaland,"Financial Year (Apr - Mar), 2010",01-Jan-2012,Revised,,682.13,,2.42,,
India,Nagaland,"Financial Year (Apr - Mar), 2011",01-Jan-2012,Tentative,,789.52,107.39,0.63,-1.79,0.08
India,Nagaland,"Financial Year (Apr - Mar), 2011",01-Jan-2013,Revised,,789.52,,0.63,,
India,Nagaland,"Financial Year (Apr - Mar), 2012",01-Jan-2013,Tentative,,639.21,-150.31,19.32,18.69,3.02
India,Nagaland,"Financial Year (Apr - Mar), 2012",01-Jan-2014,Revised,,639.21,,19.32,,
India,Nagaland,"Financial Year (Apr - Mar), 2013",01-Jan-2014,Tentative,,685.06,45.85,8.12,-11.2,1.19
India,Nagaland,"Financial Year (Apr - Mar), 2013",01-Jan-2015,Revised,,685.06,,8.12,,
India,Nagaland,"Financial Year (Apr - Mar), 2014",01-Jan-2015,Tentative,,736.01,50.95,16.71,8.59,2.27
India,Nagaland,"Financial Year (Apr - Mar), 2014",01-Jan-2016,Revised,,736.01,,16.71,,
India,Nagaland,"Financial Year (Apr - Mar), 2015",01-Jan-2016,Tentative,,851.44,115.43,12.46,-4.25,1.46
India,Nagaland,"Financial Year (Apr - Mar), 2015",01-Jan-2017,Revised,,851.44,,12.46,,
India,Nagaland,"Financial Year (Apr - Mar), 2016",01-Jan-2017,Tentative,,1103.53,252.09,14.53,2.07,1.32
India,Nagaland,"Financial Year (Apr - Mar), 2016",01-Jan-2018,Revised,,1103.53,,12.5,,
India,Nagaland,"Financial Year (Apr - Mar), 2017",01-Jan-2018,Tentative,,,,112.49,99.99,2.06
India,Nagaland,"Financial Year (Apr - Mar), 2017",01-Jan-2019,Revised,,1446.36,,,,
India,Nagaland,"Financial Year (Apr - Mar), 2018",01-Jan-2019,Tentative,,1446.36,,,,
India,Nagaland,"Financial Year (Apr - Mar), 2018",01-Jan-2020,Revised,,1446.36,,34.6,,
India,Nagaland,"Financial Year (Apr - Mar), 2019",01-Jan-2020,Tentative,,1395.39,-50.97,35.46,0.86,2.54
India,Nagaland,"Financial Year (Apr - Mar), 2019",01-Jan-2021,Revised,,1524.33,,14.2,,
India,Nagaland,"Financial Year (Apr - Mar), 2020",01-Jan-2021,Tentative,,1457.71,-66.62,14.86,0.66,1.02
India,Nagaland,"Financial Year (Apr - Mar), 2020",01-Jan-2022,Revised,,1457.71,,14.86,,
India,Nagaland,"Financial Year (Apr - Mar), 2021",01-Jan-2022,Tentative,,1574.9,117.19,0.06,-14.8,0
India,Nagaland,"Financial Year (Apr - Mar), 2021",01-Jan-2023,Revised,,1575.7,,0.06,,
India,Nagaland,"Financial Year (Apr - Mar), 2022",01-Jan-2023,Tentative,,1785.85,210.15,0.11,0.05,0.01
India,Odisha,"Financial Year (Apr - Mar), 2008",01-Jan-2010,Revised,,924.18,,10.83,,
India,Odisha,"Financial Year (Apr - Mar), 2009",01-Jan-2010,Tentative,,1154.66,230.48,13.24,2.41,1.15
India,Odisha,"Financial Year (Apr - Mar), 2009",01-Jan-2011,Revised,,1154.66,,13.24,,
India,Odisha,"Financial Year (Apr - Mar), 2010",01-Jan-2011,Tentative,,1419.02,264.36,0,-13.24,0
India,Odisha,"Financial Year (Apr - Mar), 2010",01-Jan-2012,Revised,,1419.02,,0,,
India,Odisha,"Financial Year (Apr - Mar), 2011",01-Jan-2012,Tentative,,1490.2,71.18,15.77,15.77,1.06
India,Odisha,"Financial Year (Apr - Mar), 2011",01-Jan-2013,Revised,,1490.2,,15.77,,
India,Odisha,"Financial Year (Apr - Mar), 2012",01-Jan-2013,Tentative,,1703.97,213.77,16.83,1.06,0.99
India,Odisha,"Financial Year (Apr - Mar), 2012",01-Jan-2014,Revised,,1703.97,,16.83,,
India,Odisha,"Financial Year (Apr - Mar), 2013",01-Jan-2014,Tentative,,2028.6,324.63,19.59,2.76,0.97
India,Odisha,"Financial Year (Apr - Mar), 2013",01-Jan-2015,Revised,,2028.6,,19.59,,
India,Odisha,"Financial Year (Apr - Mar), 2014",01-Jan-2015,Tentative,,2351.42,322.82,25.72,6.13,1.09
India,Odisha,"Financial Year (Apr - Mar), 2014",01-Jan-2016,Revised,,2351.42,,25.72,,
India,Odisha,"Financial Year (Apr - Mar), 2015",01-Jan-2016,Tentative,,2616.81,265.39,29.93,4.21,1.14
India,Odisha,"Financial Year (Apr - Mar), 2015",01-Jan-2017,Revised,,2616.81,,29.93,,
India,Odisha,"Financial Year (Apr - Mar), 2016",01-Jan-2017,Tentative,,2617.89,1.08,33.14,3.21,1.27
India,Odisha,"Financial Year (Apr - Mar), 2016",01-Jan-2018,Revised,,2617.89,,33.14,,
India,Odisha,"Financial Year (Apr - Mar), 2017",01-Jan-2018,Tentative,,3081.47,463.58,40.95,7.81,2.06
India,Odisha,"Financial Year (Apr - Mar), 2017",01-Jan-2019,Revised,,2979.34,,39.3,,
India,Odisha,"Financial Year (Apr - Mar), 2018",01-Jan-2019,Tentative,,3109.81,130.47,40.34,1.04,1.3
India,Odisha,"Financial Year (Apr - Mar), 2018",01-Jan-2020,Revised,,3109.81,,40.34,,
India,Odisha,"Financial Year (Apr - Mar), 2019",01-Jan-2020,Tentative,,3310.45,200.63,43.06,2.72,1.3
India,Odisha,"Financial Year (Apr - Mar), 2019",01-Jan-2021,Revised,,3310.45,,43.06,,
India,Odisha,"Financial Year (Apr - Mar), 2020",01-Jan-2021,Tentative,,2467.32,-843.13,32.56,-10.5,1.32
India,Odisha,"Financial Year (Apr - Mar), 2020",01-Jan-2022,Revised,,3409.79,,42.4,,
